id,experiences_offered,host_name,host_since,host_location,host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,zipcode,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,host_response_rate_binned,host_verification_binned,perceived_quality
8914264,none,Eva,2014-08-26,inlondon,within an hour,f,t,t,Westminster,W9,t,Apartment,Entire home/apt,10,3.0,3.0,4.0,Real Bed,310.0,200.0,60.0,7,5.0,2,90,today,20,35,57,293,51,2015-11-22,2017-03-02,9.0,8.0,9.0,9.0,9.0,9.0,f,strict,f,f,11,3.26,Very Good,Equals4,Bad
7023642,none,Heidi,2015-06-26,notinlondon,within a day,f,t,f,Westminster,W9,f,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,110.0,100.0,30.0,1,0.0,1,1125,5 months ago,0,0,0,62,77,2015-07-01,2017-02-16,9.0,8.0,9.0,10.0,9.0,8.0,f,strict,f,f,2,3.76,Good,LowerThan4,Bad
6482799,none,Alfredo,2012-09-28,inlondon,within an hour,f,t,t,Westminster,W1D6QD,f,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99.0,80.0,30.0,1,0.0,1,1125,today,4,10,10,99,4,2017-01-16,2017-02-26,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,2.45,Very Good,MoreThan4,Bad
16460882,none,Nick,2016-12-21,notinlondon,within an hour,f,t,f,Westminster,W1D,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,110.0,84.0,65.0,1,10.0,2,99,3 weeks ago,0,0,0,0,5,2016-12-30,2017-02-06,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,f,1,2.27,Very Good,LowerThan4,Good
16715894,none,Peter,2016-12-15,notinlondon,within an hour,t,t,f,Westminster,W1D,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,149.0,81.0,30.0,1,10.0,1,1125,today,15,33,33,36,6,2017-02-04,2017-02-20,9.0,9.0,9.0,10.0,10.0,8.0,t,strict,f,f,17,6.0,Good,LowerThan4,Bad
8779065,none,Nadia,2015-09-24,inlondon,within an hour,f,t,t,Westminster,W1D,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,76.0,200.0,15.0,1,0.0,1,1125,today,0,0,0,0,63,2015-11-01,2017-02-05,9.0,9.0,9.0,9.0,10.0,8.0,t,moderate,f,f,15,3.85,Good,Equals4,Bad
9659220,none,Charlie And Amanda,2015-11-26,inlondon,within a few hours,f,t,t,Westminster,W2,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,170.0,1.0,100.0,2,0.0,2,1125,today,16,35,55,318,13,2016-06-14,2017-01-01,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,1.47,Very Good,MoreThan4,Good
8953323,none,Jorge,2012-11-28,inlondon,within an hour,f,t,t,Westminster,W1D,f,Apartment,Entire home/apt,6,1.0,1.0,3.0,Real Bed,150.0,180.0,50.0,2,25.0,1,21,today,22,42,64,318,13,2016-02-02,2017-02-12,9.0,8.0,9.0,9.0,10.0,8.0,t,strict,f,f,1,0.98,Good,MoreThan4,Bad
11622275,none,Tadas,2014-09-09,notinlondon,within an hour,f,t,t,Westminster,W2,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,99.0,300.0,30.0,3,15.0,2,1125,today,28,50,78,334,9,2016-04-24,2016-10-02,8.0,6.0,8.0,9.0,8.0,6.0,f,moderate,f,f,7,0.85,Good,Equals4,Bad
13068668,none,Liz,2016-05-17,inlondon,within a few hours,f,t,t,Westminster,W2,t,Apartment,Entire home/apt,5,2.0,3.0,3.0,Real Bed,297.0,150.0,84.0,1,0.0,3,100,7 weeks ago,0,0,0,3,6,2016-08-09,2016-11-07,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,0.86,Very Good,MoreThan4,Good
11266554,none,Sam & Kerri,2015-11-20,inlondon,within an hour,f,t,f,Westminster,W1D,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,130.0,125.0,25.0,2,10.0,2,1125,today,5,5,5,5,3,2016-02-19,2017-01-21,7.0,9.0,8.0,7.0,9.0,6.0,t,strict,f,f,7,0.24,Very Good,LowerThan4,Bad
16059938,none,Mousa,2015-08-22,notinlondon,within a few hours,f,t,t,Westminster,W2,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,40.0,100.0,15.0,1,0.0,2,1125,3 weeks ago,0,24,54,55,3,2016-11-27,2017-02-20,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,19,0.91,Good,MoreThan4,Good
16745060,none,Zaheer,2016-06-22,notinlondon,within a few hours,f,t,t,Westminster,W2,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,80.0,85.0,73.0,2,15.0,2,1125,yesterday,20,45,75,155,4,2017-01-21,2017-03-01,8.0,8.0,9.0,9.0,8.0,8.0,f,moderate,f,f,1,2.73,Very Good,MoreThan4,Bad
8625274,none,Sandra,2015-03-07,inlondon,within an hour,f,t,t,Westminster,W1S,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,110.0,250.0,70.0,1,0.0,3,31,6 weeks ago,0,0,0,0,58,2015-11-07,2017-01-21,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,3,3.59,Medium,MoreThan4,Good
14884312,none,Jessie,2014-02-28,inlondon,within a few hours,f,t,t,Westminster,SW1Y,f,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,170.0,200.0,50.0,2,30.0,1,21,today,8,24,54,129,18,2016-09-10,2017-03-01,9.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,7,3.05,Good,MoreThan4,Bad
11270331,none,The K,2015-06-11,inlondon,within an hour,f,t,t,Westminster,WC2H,t,Apartment,Entire home/apt,8,2.0,2.0,4.0,Real Bed,350.0,250.0,70.0,2,0.0,1,1125,a week ago,0,0,0,63,63,2016-02-21,2017-02-18,9.0,9.0,9.0,9.0,10.0,9.0,t,strict,f,f,3,4.99,Very Good,MoreThan4,Bad
3031220,family,Adriano,2014-03-03,inlondon,within a day,f,t,t,Westminster,W9,f,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,129.0,500.0,40.0,3,15.0,3,90,3 months ago,2,27,57,332,56,2014-06-13,2015-11-23,9.0,9.0,9.0,9.0,10.0,9.0,t,moderate,f,f,1,1.69,Medium,Equals4,Bad
16377869,none,Krishan,2014-06-17,inlondon,within a few hours,f,t,t,Westminster,W2,f,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,74.0,150.0,25.0,2,15.0,5,1125,today,0,0,0,113,4,2017-01-03,2017-02-15,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,1.94,Very Good,Equals4,Good
9310751,none,Robin,2014-05-12,inlondon,within a few hours,f,t,t,Westminster,W2,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,300.0,60.0,1,0.0,3,1125,5 days ago,17,42,72,347,19,2016-01-02,2017-02-01,9.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,29,1.33,Good,Equals4,Bad
9870258,none,Ilona,2015-12-08,inlondon,within a few hours,f,t,t,Westminster,W2,t,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,65.0,260.0,30.0,2,50.0,13,60,3 weeks ago,9,39,42,42,7,2016-01-05,2017-01-31,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,0.49,Very Good,Equals4,Good
378253,none,Adam,2012-01-31,inlondon,within an hour,f,t,t,Westminster,W2,f,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,200.0,250.0,40.0,1,0.0,3,60,today,9,15,25,273,22,2012-03-17,2014-09-08,10.0,9.0,9.0,9.0,9.0,9.0,t,strict,f,t,30,0.36,Very Good,MoreThan4,Bad
5941523,none,Ian,2015-04-08,inlondon,within an hour,t,t,f,Westminster,W2,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,58.0,350.0,12.0,1,15.0,1,1125,yesterday,20,43,69,315,28,2016-06-23,2017-01-21,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,3.28,Very Good,LowerThan4,Good
12305010,none,Alex,2011-12-14,inlondon,within a few hours,t,t,t,Westminster,SW1Y,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,138.0,200.0,40.0,1,0.0,2,1125,today,6,17,17,180,14,2016-04-24,2017-02-12,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,6,1.33,Very Good,MoreThan4,Good
4251794,business,Alistair,2014-10-02,inlondon,within an hour,f,t,t,Westminster,NW6,f,Townhouse,Entire home/apt,3,1.0,1.0,1.0,Real Bed,79.0,800.0,30.0,2,25.0,2,1125,4 weeks ago,19,20,22,266,17,2015-05-19,2017-02-03,9.0,10.0,9.0,10.0,9.0,9.0,f,strict,f,f,2,0.78,Very Good,Equals4,Good
15075660,none,Magdalena,2016-06-03,inlondon,within an hour,f,t,t,Westminster,W1H,f,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,190.0,300.0,36.0,3,20.0,2,200,4 days ago,0,0,0,0,23,2016-10-06,2017-02-19,10.0,10.0,10.0,10.0,10.0,9.0,t,strict,f,f,7,4.6,Good,MoreThan4,Good
14201214,none,Roberto,2016-07-26,inlondon,within an hour,f,t,f,Westminster,W1F,t,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,159.0,150.0,25.0,1,0.0,1,1125,yesterday,0,0,0,0,60,2016-08-08,2017-03-01,9.0,10.0,10.0,10.0,10.0,10.0,t,strict,f,f,1,8.61,Very Good,LowerThan4,Good
9122370,none,Elizabeth,2014-07-19,inlondon,within a few hours,f,t,t,Westminster,W1F,t,Apartment,Entire home/apt,4,1.0,3.0,3.0,Real Bed,250.0,300.0,40.0,1,0.0,4,1125,a week ago,0,0,0,45,7,2016-01-03,2016-10-31,10.0,10.0,10.0,10.0,10.0,9.0,t,strict,f,f,1,0.49,Very Good,MoreThan4,Good
4041467,none,Mark,2014-06-04,inlondon,within a few hours,f,t,t,Westminster,NW8,f,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,80.0,100.0,10.0,2,10.0,1,1125,3 months ago,1,4,34,298,8,2014-09-26,2016-10-19,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,0.27,Medium,Equals4,Good
15318876,none,Katarina,2015-11-25,inlondon,within a few hours,f,t,f,Westminster,W2,f,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,60.0,100.0,35.0,1,5.0,2,1125,2 months ago,10,11,41,41,4,2016-10-23,2017-01-02,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,0.9,Very Good,LowerThan4,Good
13422564,none,Lee,2016-06-07,inlondon,within a few hours,f,t,f,Westminster,W1F,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,119.0,99.0,30.0,1,10.0,1,1125,2 days ago,0,0,0,0,31,2016-06-13,2017-02-01,9.0,9.0,9.0,10.0,10.0,9.0,t,strict,f,f,7,3.51,Very Good,LowerThan4,Bad
702274,none,Darshi Rowan And Tara,2011-04-12,inlondon,within a few hours,f,t,t,Westminster,W9,t,Boat,Entire home/apt,6,2.0,2.0,5.0,Real Bed,500.0,200.0,100.0,4,100.0,2,365,today,25,54,84,359,11,2013-02-04,2016-08-29,9.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,t,2,0.22,Medium,MoreThan4,Bad
13421813,none,Lee,2016-06-07,inlondon,within a few hours,f,t,f,Westminster,W1D,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,129.0,99.0,30.0,1,10.0,1,1125,2 days ago,0,0,0,0,38,2016-06-28,2017-02-02,9.0,9.0,9.0,9.0,10.0,9.0,t,strict,f,f,7,4.56,Very Good,LowerThan4,Bad
11614411,none,Helen,2016-01-24,inlondon,within a few hours,t,t,t,Westminster,SW1Y,t,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,239.0,350.0,50.0,2,12.0,2,1125,3 days ago,0,0,0,0,32,2016-04-19,2017-02-06,10.0,9.0,10.0,10.0,10.0,10.0,f,strict,f,f,6,2.99,Very Good,MoreThan4,Good
14329383,none,Kremena And Alex,2016-08-03,inlondon,within an hour,f,t,f,Westminster,SW1W,f,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,104.0,250.0,70.0,1,0.0,2,1125,today,16,36,60,255,5,2016-09-05,2017-01-05,9.0,9.0,8.0,8.0,10.0,9.0,t,strict,f,f,7,0.83,Very Good,LowerThan4,Bad
2201048,romantic,Rodrigo,2011-06-01,inlondon,within an hour,t,t,t,Westminster,W9,f,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,104.0,200.0,70.0,2,15.0,3,365,today,28,33,48,288,23,2016-03-09,2017-03-04,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,t,1,1.91,Medium,Equals4,Good
1840605,none,Alessandro,2011-05-11,inlondon,within an hour,f,t,t,Westminster,SW1V,f,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,150.0,300.0,60.0,4,20.0,3,1125,today,0,0,0,62,128,2013-11-05,2017-02-20,9.0,9.0,9.0,9.0,9.0,9.0,t,strict,t,t,28,3.16,Good,MoreThan4,Bad
4636882,none,Matthew,2014-02-15,inlondon,within an hour,f,t,f,Westminster,W9,t,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,169.0,250.0,60.0,1,0.0,3,1125,a week ago,0,4,20,21,6,2016-09-08,2017-02-26,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,f,f,1,1.01,Very Good,LowerThan4,Good
7407587,none,Ishi,2015-07-18,notinlondon,within a few hours,f,t,t,Westminster,W2,f,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,140.0,200.0,100.0,4,10.0,1,60,6 weeks ago,2,11,32,119,35,2016-02-20,2017-02-06,9.0,9.0,9.0,10.0,10.0,9.0,f,strict,f,f,1,2.76,Medium,MoreThan4,Bad
2202826,none,Paul,2014-01-12,notinlondon,within an hour,t,t,t,Westminster,W1F,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,149.0,900.0,80.0,1,0.0,3,45,today,8,20,20,206,16,2014-06-24,2017-02-12,10.0,9.0,9.0,10.0,10.0,9.0,f,strict,f,f,1,0.49,Very Good,Equals4,Bad
16389327,none,An,2016-09-29,inlondon,within a few hours,f,t,f,Westminster,W1D,f,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,350.0,1.0,60.0,1,0.0,2,1125,today,0,0,0,61,3,2017-01-01,2017-02-19,10.0,10.0,10.0,10.0,10.0,9.0,t,strict,f,f,14,1.43,Good,LowerThan4,Good
13421674,none,Lee,2016-06-07,inlondon,within a few hours,f,t,f,Westminster,W1D,t,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,149.0,99.0,30.0,1,10.0,1,1125,2 days ago,0,0,0,0,41,2016-06-16,2017-01-28,8.0,9.0,9.0,9.0,9.0,8.0,t,strict,f,f,7,4.69,Very Good,LowerThan4,Bad
4196996,none,Jessica,2014-09-25,inlondon,within an hour,t,t,t,Westminster,W2,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,160.0,250.0,60.0,5,0.0,2,1125,2 weeks ago,0,0,0,59,94,2014-11-03,2017-02-28,10.0,9.0,10.0,10.0,10.0,9.0,t,strict,f,f,1,3.31,Very Good,Equals4,Good
3786283,business,Ana,2013-06-23,inlondon,within a few hours,t,t,t,Westminster,W9,t,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,205.0,600.0,70.0,4,75.0,1,60,today,14,27,52,271,46,2014-10-03,2017-03-04,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,f,f,2,1.56,Very Good,Equals4,Good
250293,none,Elizabeth,2011-10-19,inlondon,within an hour,f,t,t,Westminster,W2,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,159.0,250.0,79.0,4,35.0,1,365,yesterday,0,0,0,126,39,2015-03-29,2016-08-29,9.0,9.0,9.0,9.0,10.0,9.0,t,strict,f,f,10,1.65,Very Good,Equals4,Bad
14292661,none,Brigid,2014-09-17,notinlondon,within an hour,f,t,t,Westminster,SW1V,f,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,115.0,300.0,55.0,1,0.0,3,1125,today,0,0,0,0,15,2016-08-14,2017-02-26,9.0,10.0,9.0,10.0,10.0,9.0,f,moderate,f,f,1,2.22,Very Good,MoreThan4,Bad
1342152,none,Olga,2013-06-02,inlondon,within a few hours,f,t,t,Westminster,W9,t,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,140.0,300.0,70.0,1,0.0,2,1125,5 days ago,14,31,61,306,75,2013-08-14,2017-01-01,10.0,9.0,10.0,10.0,10.0,9.0,f,strict,t,t,2,1.73,Good,Equals4,Good
11774469,none,Tessa,2016-03-03,inlondon,within a few hours,f,t,t,Westminster,W2,f,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,85.0,200.0,35.0,2,15.0,1,1125,yesterday,12,12,12,259,54,2016-03-28,2017-02-09,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,f,f,1,4.72,Very Good,MoreThan4,Bad
16059519,none,Mousa,2015-08-22,notinlondon,within a few hours,f,t,t,Westminster,W2,t,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,46.0,100.0,15.0,1,0.0,2,1125,2 months ago,30,60,90,91,3,2016-11-27,2016-12-18,9.0,10.0,10.0,10.0,9.0,9.0,f,strict,f,f,19,0.91,Good,MoreThan4,Good
4836566,business,Sophia,2014-12-16,inlondon,within an hour,f,t,t,Westminster,W2,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,199.0,150.0,85.0,1,0.0,3,1125,today,16,33,33,33,51,2015-01-03,2017-01-30,9.0,9.0,9.0,9.0,9.0,9.0,f,strict,f,f,1,1.93,Very Good,Equals4,Bad
3643937,none,Andy,2011-05-09,inlondon,within an hour,f,t,t,Westminster,SW1Y,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,295.0,300.0,35.0,1,0.0,3,1125,today,17,26,34,217,30,2014-08-04,2016-04-25,8.0,7.0,9.0,9.0,10.0,8.0,t,strict,f,f,17,0.95,Good,MoreThan4,Bad
13875008,none,Mousa,2015-08-22,notinlondon,within a few hours,f,t,t,Westminster,W2,f,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,80.0,200.0,25.0,3,15.0,1,1125,5 weeks ago,0,0,0,94,6,2016-09-14,2017-01-15,9.0,8.0,10.0,10.0,9.0,9.0,f,strict,f,f,19,1.05,Good,MoreThan4,Bad
3492376,none,Outlet,2013-09-24,inlondon,within a day,f,t,t,Westminster,W1D,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,170.0,350.0,100.0,2,35.0,3,1125,today,9,19,44,293,51,2014-09-12,2017-02-13,10.0,9.0,9.0,9.0,10.0,9.0,t,strict,f,f,11,1.69,Medium,MoreThan4,Bad
14467029,none,Matt,2016-02-14,inlondon,within a few hours,f,t,t,Westminster,W1F,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,165.0,75.0,60.0,1,0.0,4,1125,a week ago,7,22,33,233,7,2016-08-14,2017-02-03,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,11,1.03,Very Good,Equals4,Good
13422653,none,Lee,2016-06-07,inlondon,within a few hours,f,t,f,Westminster,W1F,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,119.0,99.0,30.0,1,10.0,1,1125,2 days ago,0,0,0,0,31,2016-06-18,2017-02-02,9.0,9.0,9.0,9.0,9.0,9.0,t,strict,f,f,7,3.58,Very Good,LowerThan4,Bad
2627446,romantic,David,2012-06-15,inlondon,within a day,f,t,t,Westminster,W2,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,95.0,575.0,15.0,2,15.0,6,50,3 weeks ago,0,0,18,18,11,2014-04-01,2014-08-13,10.0,9.0,9.0,9.0,9.0,9.0,f,strict,f,f,1,0.31,Very Good,MoreThan4,Bad
13422382,none,Lee,2016-06-07,inlondon,within a few hours,f,t,f,Westminster,W1D,t,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,129.0,99.0,30.0,1,10.0,1,1125,2 days ago,0,0,0,0,44,2016-06-21,2017-02-01,8.0,8.0,10.0,10.0,10.0,9.0,f,strict,f,f,7,5.14,Very Good,LowerThan4,Bad
262415,none,Olivier,2011-08-05,notinlondon,within a few hours,f,t,t,Westminster,W1T,t,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,170.0,500.0,40.0,4,40.0,2,21,2 weeks ago,13,15,23,175,199,2011-11-16,2017-02-27,10.0,9.0,10.0,10.0,9.0,9.0,f,moderate,f,f,1,3.08,Very Good,MoreThan4,Bad
13820863,none,Teresa,2015-04-27,inlondon,within a few hours,f,t,t,Westminster,W2,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,100.0,300.0,40.0,1,0.0,5,30,a week ago,0,0,1,31,13,2016-08-22,2017-01-31,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,1.99,Very Good,Equals4,Good
7154958,none,Anna,2015-06-23,inlondon,within a few hours,f,t,f,Westminster,W9,f,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,89.0,300.0,50.0,2,5.0,3,1125,2 days ago,28,28,28,28,7,2015-07-19,2017-01-03,9.0,9.0,9.0,10.0,9.0,9.0,f,strict,f,f,1,0.35,Very Good,Equals4,Bad
11491532,none,Steven,2015-05-15,inlondon,within a day,f,t,f,Westminster,W2,f,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,150.0,200.0,60.0,1,0.0,4,1125,today,3,12,42,42,29,2016-03-26,2017-01-31,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,2.52,Very Good,LowerThan4,Good
590823,none,Francie,2012-07-12,inlondon,within an hour,f,t,t,Westminster,W11,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,95.0,300.0,50.0,2,30.0,4,40,today,14,32,32,96,140,2012-08-04,2017-02-08,10.0,9.0,10.0,10.0,10.0,9.0,f,strict,t,t,2,2.51,Very Good,MoreThan4,Good
13344434,none,Ockert,2016-01-15,inlondon,within an hour,f,t,t,Westminster,W1D,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,240.0,250.0,80.0,1,0.0,2,1125,6 days ago,4,4,4,4,21,2016-06-19,2017-02-01,8.0,9.0,8.0,8.0,9.0,8.0,f,strict,f,f,8,2.42,Good,MoreThan4,Bad
13176529,none,Ania,2014-11-16,inlondon,within an hour,f,t,t,Westminster,W1F,t,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,285.0,300.0,55.0,3,20.0,2,1125,today,13,27,53,54,39,2016-05-31,2017-02-28,9.0,9.0,10.0,10.0,10.0,9.0,t,strict,f,f,2,4.19,Good,MoreThan4,Bad
773671,none,Adam,2012-01-31,inlondon,within an hour,f,t,t,Westminster,SW1Y,t,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,245.0,250.0,40.0,1,0.0,3,1125,today,0,2,3,186,21,2013-02-22,2016-10-24,8.0,9.0,9.0,8.0,10.0,8.0,t,strict,f,t,30,0.43,Very Good,MoreThan4,Bad
14608225,none,Melissa,2016-06-27,notinlondon,within an hour,f,t,f,Westminster,W1D,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,150.0,150.0,65.0,1,10.0,2,1125,today,12,20,35,216,26,2016-08-29,2017-02-13,9.0,9.0,9.0,9.0,10.0,9.0,t,strict,f,f,4,4.13,Good,Equals4,Bad
11766629,none,Rebekah,2012-06-05,inlondon,within an hour,f,t,t,Westminster,W2,t,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,80.0,120.0,20.0,1,0.0,2,365,yesterday,5,14,32,266,33,2016-05-29,2017-02-28,9.0,9.0,9.0,9.0,9.0,9.0,t,strict,f,f,5,3.52,Good,MoreThan4,Bad
15698398,none,Margaux And Alistair,2016-09-13,inlondon,within an hour,t,t,f,Westminster,W9,t,House,Private room,2,1.0,1.0,1.0,Real Bed,69.0,81.0,25.0,1,0.0,1,1125,today,14,30,44,44,12,2016-10-30,2017-03-02,10.0,10.0,10.0,10.0,10.0,10.0,t,flexible,f,f,1,2.83,Very Good,Equals4,Good
11238462,none,Clarissa,2016-02-13,inlondon,within an hour,f,t,t,Westminster,W2,t,Apartment,Private room,2,1.0,0.0,1.0,Real Bed,76.0,225.0,42.0,1,0.0,4,1125,today,4,7,15,168,26,2016-04-02,2017-02-26,9.0,9.0,9.0,10.0,9.0,9.0,t,strict,f,f,1,2.31,Very Good,Equals4,Bad
10617016,none,Sunny,2015-09-07,inlondon,within a day,f,t,t,Westminster,W2,f,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,54.0,75.0,7.0,1,15.0,1,1125,yesterday,30,60,90,365,6,2016-02-21,2016-09-21,8.0,9.0,10.0,10.0,10.0,10.0,f,strict,f,f,3,0.48,Medium,Equals4,Bad
8347037,none,Skyfall,2012-10-03,inlondon,within an hour,f,t,t,Westminster,W2,f,Apartment,Entire home/apt,7,2.0,2.0,4.0,Real Bed,99.0,99.0,21.0,6,10.0,4,1125,today,16,29,43,43,81,2015-09-17,2017-01-16,9.0,9.0,9.0,10.0,10.0,9.0,f,flexible,f,f,19,4.53,Very Good,Equals4,Bad
12430931,none,Emily,2015-02-11,inlondon,within a few hours,f,t,t,Westminster,W2,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,100.0,45.0,1,0.0,3,1125,3 weeks ago,0,0,0,0,5,2016-04-26,2016-07-17,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,62,0.48,Good,Equals4,Good
15145299,none,Lydia,2016-09-20,notinlondon,within a day,f,t,f,Westminster,W9,f,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,25.0,80.0,10.0,1,0.0,1,1125,3 weeks ago,25,45,45,254,6,2016-09-23,2017-02-05,8.0,7.0,9.0,9.0,9.0,8.0,f,strict,f,f,1,1.1,Good,Equals4,Bad
7926505,none,Dirk,2011-07-23,inlondon,within an hour,f,t,t,Westminster,W1D,f,Apartment,Entire home/apt,8,2.0,3.0,5.0,Real Bed,350.0,200.0,120.0,1,10.0,2,1125,yesterday,7,22,38,308,36,2015-09-05,2017-02-25,10.0,10.0,10.0,10.0,10.0,9.0,t,strict,f,f,3,1.97,Very Good,Equals4,Good
5956544,none,Lj,2013-12-01,inlondon,within an hour,f,t,t,Westminster,W1D,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,139.0,150.0,25.0,2,15.0,2,60,today,14,18,43,157,67,2015-04-27,2017-01-24,9.0,9.0,9.0,10.0,10.0,9.0,t,moderate,f,f,11,2.96,Good,Equals4,Bad
15299387,none,Virgillihouses,2015-05-20,inlondon,within an hour,f,t,t,Westminster,W2,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,115.0,150.0,34.0,1,0.0,4,1125,a week ago,0,0,0,0,10,2016-10-02,2016-12-31,10.0,10.0,10.0,10.0,9.0,9.0,t,moderate,f,f,14,1.94,Good,Equals4,Bad
